Link(url='https://twitter.com/ThePuneMirror', text='Follow', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kangana/punephotos/46645570.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-20/punephotos/46645463.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/deepika-padukone/punephotos/46645477.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-19/punephotos/46622504.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alia-bhatt/punephotos/46597300.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-18/punephotos/46612802.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-winslet/punephotos/46597170.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-17/punephotos/46597254.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/rihanna/punephotos/46597073.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-16/punephotos/46583788.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katy-perry/punephotos/45297298.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-15/punephotos/46573517.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ryan-gosling/punephotos/46443151.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-14/punephotos/46566051.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kangana-ranaut/punephotos/46566041.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-13/punephotos/46554958.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kashyap-parulekar-and-manasi-moghe/punephotos/46544377.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-12/punephotos/46543076.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lopez/punephotos/46530450.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-11/punephotos/46528794.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jacqueline-fernandez/punephotos/46530440.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-10/punephotos/46517521.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alicia-keys/punephotos/46443121.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-9/punephotos/46503895.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/richa-chadda/punephotos/46410511.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-8/punephotos/46493206.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/michelle-williams/punephotos/45870253.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/cricket-world-cup-2015/Sarfaraz-Ahmed/punephotos/46493235.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-7/punephotos/46485211.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kristen-stewart/punephotos/46385681.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-5/punephotos/46476982.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jacqueline-fernandez/punephotos/46069020.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-4/punephotos/46457156.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emily-blunt/punephotos/45953519.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/swara-bhaskar/punephotos/46323798.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-3/punephotos/46457124.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March-2/punephotos/46443344.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lupita-nyongo/punephotos/46420407.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-March1/punephotos/46420362.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Tall-Feb-28/punephotos/46410555.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/fawad-khan/punephotos/46410495.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-27/punephotos/46398456.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-26/punephotos/46385012.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/halle-berry/punephotos/46385655.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-25/punephotos/46368944.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/halle-berry/punephotos/46201712.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-24/punephotos/46356074.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/gauhar-khan/punephotos/46301563.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-21/punephotos/46323770.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-20/punephotos/46314476.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amy-jackson/punephotos/46314437.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-19/punephotos/46301433.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-18/punephotos/46289116.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amy-jackson/punephotos/46289071.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-17/punephotos/46275537.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/victoria-beckham/punephotos/46275761.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb16/punephotos/46275293.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sarah-jane-dias/punephotos/46274516.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Fab-15/punephotos/46252287.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jacqueline-fernandez/punephotos/46244722.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ball-talk/Ball-Talk-Feb-14/punephotos/46244223.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/shahid-kapoor/punephotos/46188488.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/felicity-jones/punephotos/46188294.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/shreyas-talpade/punephotos/46165354.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ms-dhoni/M-S-Dhoni/punephotos/46165365.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nimrat-kaur/punephotos/46145107.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sunny-leone/punephotos/46134592.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kareena/punephotos/46122568.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/dakota-johnson/punephotos/46110476.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/shikhar-dhawan/punephotos/46069047.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/rafael-nadal/punephotos/46069118.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/sean-abbott/punephotos/45966783.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/beyonce/punephotos/45966581.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/fernando-torres/punephotos/45966660.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lana-del-ray/punephotos/45966550.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/sports/ana-ivanovic/punephotos/45954627.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lawrence/punephotos/45953462.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sofia-black-delia/Sofia-Black-D-Elia/punephotos/45887448.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cara-delevingne/punephotos/45887399.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/dakota-johnson/punephotos/45870699.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-hudson/punephotos/45870195.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ayushmann-khurrana/punephotos/45870114.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sonakshi-sinha/punephotos/45834581.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/actress-anna-kendrick/punephotos/45823462.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/dhanush/punephotos/45823325.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jacqueline-fernandez/punephotos/45809113.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kangana-ranaut/punephotos/45809076.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sapna-pabbi/punephotos/45777335.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/meera-chopra/punephotos/45777217.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sienna-miller/punephotos/45777161.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/patrick-schwarzenegger/punephotos/45776979.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/bradley-cooper/punephotos/45703696.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jessica-alba/punephotos/45703660.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/idris-elba/punephotos/45689558.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alicia-keys/punephotos/45689515.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/mona-singh/punephotos/45617600.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sonakshi-sinha/punephotos/45617554.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ashton-kutcher-and-mila-kunis/punephotos/45617515.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/milla-jovovich/punephotos/45549975.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-ariana-grande/punephotos/45549965.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/angelina-jolie/punephotos/45549949.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emma-watson/punephotos/45512626.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/main-aur-mr-right/punephotos/45512613.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/gauharkhan/Gauhar-Khan/punephotos/45476529.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/karrueche-tran/punephotos/45476307.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-hudson-and-matt-bellamy/punephotos/45476251.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/happy-journey/punephotos/45307914.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alia-bhatt/punephotos/45307862.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/zarine-khan/punephotos/45307828.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/penelope-cruz/punephotos/45297278.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-garner/punephotos/45297226.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lopez/punephotos/45249945.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nicole-scherzinger/punephotos/45249935.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-adele/punephotos/45160104.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sonakshi-sinha/punephotos/45124003.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/adele/punephotos/45123983.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/parineeti-chopra/punephotos/45123972.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cara-delevingne/punephotos/45080010.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amanda-bynes/punephotos/45079989.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/randeep-hooda/punephotos/45069674.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/abhay-deol/punephotos/45069647.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/angelina-jolie/punephotos/45058144.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sana-khan/punephotos/45012370.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lindsay-lohan/punephotos/45012359.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kaley-cuoco/punephotos/44994174.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/freida-pinto/punephotos/44994133.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amruta-subhash-and-bharat-jadhav/punephotos/44994111.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/milla-jovovich/punephotos/44994088.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/demi-lavato/punephotos/44982970.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-beyonce-knowles/punephotos/44982951.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amanda-bynes/punephotos/44982910.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lisa-haydon/punephotos/44971302.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ridhima-sud/punephotos/44971119.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/chitrangada-singh/punephotos/44971100.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/penelope-cruz/punephotos/44827012.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lisa-ray/punephotos/44827006.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/elizabeth-hurley/punephotos/44710326.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alia-bhatt/punephotos/44104282.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nawazuddin-siddiqui/punephotos/44104165.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/iman-ali/punephotos/44103855.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/tina-fey/punephotos/43903021.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lopez/punephotos/43902589.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/dean-ogorman/punephotos/43536706.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/rihanna/punephotos/43532427.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/joseph-gordon-levitt/punephotos/43532386.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lana-del-rey/Singer-Lana-Del-Rey/punephotos/43239266.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kendall-jenner/punephotos/43239018.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katie-holmes/punephotos/42395739.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/taylor-swift/punephotos/42395754.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/liv-tyler/punephotos/42358218.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/madhurima-tuli/punephotos/42358130.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lopez/punephotos/40689469.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/cate-blanchett/punephotos/40689880.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/megan-fox/punephotos/40121434.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/julia-roberts/punephotos/40121558.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lea-seydoux/punephotos/40121294.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lindsay-lohan/punephotos/40121203.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/dia-mirza/punephotos/39895222.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/ellen-pompeo/punephotos/39695617.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/megan-fox/punephotos/39695291.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lawrence/punephotos/39695137.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/hrithik-roshan/punephotos/38979251.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-cheryl-cole/punephotos/38873842.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-kesha/punephotos/38873737.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/whitney-houston/punephotos/38554114.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/drew-barrymore/punephotos/38554024.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/emraan-hashmi/punephotos/38553925.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lindsay-lohan/punephotos/38486044.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sandra-bullock/punephotos/38485816.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/vidya-balan/punephotos/38425763.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jessica-alba/punephotos/38425686.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/paris-hilton/punephotos/38142307.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/pamela-anderson/punephotos/38142175.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/hrithik-roshan/punephotos/38142003.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/mila-kunis/punephotos/38080521.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nicky-hilton/punephotos/38015614.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-katy-perry/punephotos/38014703.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/megan-fox/punephotos/37707203.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katie-price/punephotos/37707104.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nicole-scherzinger/punephotos/37706927.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/keira-knightley/punephotos/37638854.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/johnny-depp/punephotos/37638704.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/pierce-brosnan/punephotos/37638452.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/alia-bhatt/punephotos/37575999.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/liv-tyler/punephotos/37255415.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lindsay-lohan/punephotos/37130018.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lana-del-rey/punephotos/37129908.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/brad-pitt/punephotos/37129828.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/halle-berry/punephotos/37026524.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/selena-gomez/punephotos/37026333.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/singer-kesha/punephotos/37026157.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/gisele-bundchen/punephotos/36775463.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kimberley-walsh/punephotos/36721940.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/lana-del-rey/punephotos/36721792.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/daniel-radcliffe/punephotos/36720777.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/keira-knightley/punephotos/36494254.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/bar-refaeli/punephotos/36494039.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kate-hudson/punephotos/36397347.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sigourney-weaver/punephotos/36397282.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-aniston/punephotos/36353790.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/reese-witherspoon/punephotos/36353659.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/sofia-vergara/punephotos/36353574.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/amanda-seyfried/punephotos/36353409.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/rachel-stevens/punephotos/36251928.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/adam-levine/punephotos/36252030.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/nicki-minaj/punephotos/36251798.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/angelina-jolie/punephotos/36063856.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/will-smith/punephotos/36063901.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/rihanna/punephotos/36009710.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/chitrangada-singh/punephotos/36008622.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jennifer-lopez/punephotos/36006470.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/punephotos/35902485.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/punephotos/35902612.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/katy-perry/Singer-Katy-Perry/punephotos/35853175.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/citylights/punephotos/35853490.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/eva-green/punephotos/35791892.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/jessica-alba/punephotos/35791641.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/kesha/punephotos/35795265.cms', text=u'', fragment='', nofollow=False)
Link(url='http://www.punemirror.in/photos/entertainment/deepika-padukone/punephotos/35736571.cms', text=u'', fragment='', nofollow=False)
